Event	ID	Name			Wwise Object Path	Notes
	174589936	Rocket_Turret_Single_Reload_Play_69			\Default Work Unit\Turret\Rocket_Turret_Single_Reload_Play_69	
	199318254	Dabstand			\Default Work Unit\Emotes\Dabstand	
	270396623	Breakin			\Default Work Unit\Emotes\Breakin	
	518528820	OldSchool			\Default Work Unit\Emotes\OldSchool	
	639825031	ElectroSwing			\Default Work Unit\Emotes\ElectroSwing	
	829504566	OrangeJustice			\Default Work Unit\Emotes\OrangeJustice	
	957702446	Satchel_Explosion_Play_69			\Default Work Unit\Mines\Satchel_Explosion_Play_69	
	1082843449	HOW			\Default Work Unit\Emotes\HOW	
	1137762271	PawsAndClaws			\Default Work Unit\Emotes\PawsAndClaws	
	1337098116	FancyFeet			\Default Work Unit\Emotes\FancyFeet	
	1378916966	InfiniteDab			\Default Work Unit\Emotes\InfiniteDab	
	1465391682	Cluster_Explosion_Play_69			\Default Work Unit\Mines\Cluster_Explosion_Play_69	
	1466630640	Crabby			\Default Work Unit\Emotes\Crabby	
	1557982612	Floss			\Default Work Unit\Emotes\Floss	
	1614399059	Fresh			\Default Work Unit\Emotes\Fresh	
	1691248994	Infectious			\Default Work Unit\Emotes\Infectious	
	1854630310	Railgun_Turret_Shot_Play_69			\Default Work Unit\Turret\Railgun_Turret_Shot_Play_69	
	2008690894	Turret_Alive_Play_69			\Default Work Unit\Turret\Turret_Alive_Play_69	
	2012643055	Springy			\Default Work Unit\Emotes\Springy	
	2027873358	Extraterrestial			\Default Work Unit\Emotes\Extraterrestial	
	2246715273	DanceTherapy			\Default Work Unit\Emotes\DanceTherapy	
	2289822667	Breakneck			\Default Work Unit\Emotes\Breakneck	
	2390980205	TakeOnMe			\Default Work Unit\Emotes\TakeOnMe	
	2470328564	Intensity			\Default Work Unit\Emotes\Intensity	
	2508478120	NeverGonna			\Default Work Unit\Emotes\NeverGonna	
	2727078031	PopLock			\Default Work Unit\Emotes\PopLock	
	2733523497	Railgun_Turret_Targeting_Play_69			\Default Work Unit\Turret\Railgun_Turret_Targeting_Play_69	
	2755457783	Orbital_Laser_Play_69			\Default Work Unit\Orbital Laser\Orbital_Laser_Play_69	
	2756616215	Droop			\Default Work Unit\Emotes\Droop	
	2988571309	Overdrive			\Default Work Unit\Emotes\Overdrive	
	3112214314	NinjaStyle			\Default Work Unit\Emotes\NinjaStyle	
	3166227828	Seekers_Firing_Play_69			\Default Work Unit\Grenades Seekers\Seekers_Firing_Play_69	
	3286222963	SquatKick			\Default Work Unit\Emotes\SquatKick	
	3296584377	Hype			\Default Work Unit\Emotes\Hype	
	3312475546	Flamenco			\Default Work Unit\Emotes\Flamenco	
	3368384665	Minigun_Turret_Shot_Play_69			\Default Work Unit\Turret\Minigun_Turret_Shot_Play_69	
	3510343821	SpringLoaded			\Default Work Unit\Emotes\SpringLoaded	
	3544378829	PhoneItIn			\Default Work Unit\Emotes\PhoneItIn	
	3930550719	Scenario			\Default Work Unit\Emotes\Scenario	
	3961844726	Rocket_Turret_Shot_Play			\Default Work Unit\Turret\Rocket_Turret_Shot_Play	
	4007368269	Rocket_Turret_Explosion_Play_69			\Default Work Unit\Turret\Rocket_Turret_Explosion_Play_69	
	4069594228	DanceMoves			\Default Work Unit\Emotes\DanceMoves	
	4270838368	Seekers_Explosion_Play_69			\Default Work Unit\Grenades Seekers\Seekers_Explosion_Play_69	

Game Parameter	ID	Name			Wwise Object Path	Notes
	396176897	Volume_Emotes			\Default Work Unit\Volume_Emotes	
	536422634	Turret_Attack_Speed			\Default Work Unit\Turret_Attack_Speed	
	3673881719	Volume_SFX			\Default Work Unit\Volume_SFX	
	4093208326	Volume_Emote			\Default Work Unit\Volume_Emote	

Effect plug-ins	ID	Name	Type				Notes
	189773840	DanceTherapyIntro	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\Dance Therapy Intro_AC37D373.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\DanceTherapyIntro\DanceTherapyIntro		89329
	243257580	Breakneck	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\Breakneck_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\Breakneck		946593
	265662062	Rocket Turret Start Reload	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Rocket Turret Reload Start_AC37D373.wem		\Actor-Mixer Hierarchy\Default Work Unit\Turret\Rocket Turret\Rocket Turret Reload\Rocket Turret Start Reload		25332
	295247226	DanceMoves	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\Fortnite default dance sound_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\DanceMoves		202046
	311145993	Minigun Turret Shot	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Titanfall 2 Spitfire shot_DA0A04E8.wem		\Actor-Mixer Hierarchy\Default Work Unit\Turret\Minigun Turret Shot		11830
	354952072	NeverGonna	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\Never Gonna Give you Up_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\NeverGonna		780668
	355825110	SpringLoaded	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\SpringLoaded_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\SpringLoaded		214201
	384232368	Scenario	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\Scenario_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\Scenario		880636
	386888135	HOW	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\HOW_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\HOW		253380
	435441904	Crabby	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\Crabby_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\Crabby		764221
	458462877	ElectroSwing	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\ElectroSwing_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\ElectroSwing		391347
	468613330	Infectious	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\Infectious_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\Infectious		1567537
	471982027	Seeker Firing	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\UT Sound Design Rocket Launcher Primary and Secondary Fire_AC37D373.wem		\Actor-Mixer Hierarchy\Default Work Unit\Grenades Seekers\Seeker Firing		16406
	488071590	IntensityIntro	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\IntesityIntro_AC37D373.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\IntensityIntro\IntensityIntro		177402
	519731543	Seeker Explosion	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\MGL Explosion_DA0A04E8.wem		\Actor-Mixer Hierarchy\Default Work Unit\Grenades Seekers\Seeker Explosion		27254
	524679349	Dearly Beloved 2017 my remix	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Dearly beloved 2017_AC37D373.wem		\Actor-Mixer Hierarchy\Default Work Unit\Turret\Random Turret Song\Dearly Beloved 2017 my remix		11007428
	549958535	Rocket Turret End Reload	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Rocket Turret Reload End_AC37D373.wem		\Actor-Mixer Hierarchy\Default Work Unit\Turret\Rocket Turret\Rocket Turret Reload\Rocket Turret End Reload		13021
	624385349	Rise to Fall	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\ROR2 Rise To Fall Main Menu_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Turret\Random Turret Song\Rise to Fall		5508555
	629287077	Springy	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\Springy_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\Springy		309684
	649209562	InfinidabIntro	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\InfinidabIntro_AC37D373.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\InfinidabIntro\InfinidabIntro		12814
	660207138	InfinidabLoop	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\InfinidabLoop_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\InfinidabIntro\InfinidabLoop		407330
	705670967	IntensityLoop	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\IntensityLoop_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\IntensityIntro\IntensityLoop		654799
	709739555	Floss	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\Floss_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\Floss		187381
	717448784	Breakin'	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\Breakin'_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\Breakin'		241801
	729080069	Extraterrestrial	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\Extraterestrial_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\Extraterrestrial		753016
	740070459	Hype	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\Hype_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\Hype		356009
	745477065	Rocket Turret Explosion	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\rocket Turret Explosion_AC37D373.wem		\Actor-Mixer Hierarchy\Default Work Unit\Turret\Rocket Turret\Rocket Turret Explosion		25437
	779779493	Railgun Turret Shot	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\TAZ 2.0 Gauss Rifle 62_01_DA0A04E8.wem		\Actor-Mixer Hierarchy\Default Work Unit\Turret\Railgun Turret Shot		32315
	812834241	SquatKick	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\SquatKick_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\SquatKick		398652
	814703023	TakeOnMe	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\TakeOnMe_AC37D373.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\TakeOnMe		377794
	858566635	Rocket Turret Reload Loop 2	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Rocket Turret Reload Loop 2_AC37D373.wem		\Actor-Mixer Hierarchy\Default Work Unit\Turret\Rocket Turret\Rocket Turret Reload\Rocket Turret Reload Loop\Rocket Turret Reload Loop 2		9363
	872153662	Rocket Turret Reload Loop 1	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Rocket Turret Reload Loop 1_AC37D373.wem		\Actor-Mixer Hierarchy\Default Work Unit\Turret\Rocket Turret\Rocket Turret Reload\Rocket Turret Reload Loop\Rocket Turret Reload Loop 1		10614
	925333506	Any Turret Alive Song	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\P E A C E  A N D  T R A N Q U I L I T Y_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Turret\Random Turret Song\Any Turret Alive Song		7545194
	934386800	PopLock	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\PopLock_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\PopLock		204712
	976341326	Railgun Turret Targeting	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Titanfall 2 Railgun Charging_DA0A04E8.wem		\Actor-Mixer Hierarchy\Default Work Unit\Turret\Railgun Turret Targeting		100334
	989520641	Satchel Explosion	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Muted Bouncing Explosion_DA0A04E8.wem		\Actor-Mixer Hierarchy\Default Work Unit\Mine\Satchel Explosion		64994
	997986163	Minigun Bullet Shell Flying	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Bullet Shell Falling_AC37D373.wem		\Actor-Mixer Hierarchy\Default Work Unit\Turret\Minigun Bullet Shell Flying		29665
	1003931063	Rocket Turret Shot	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Rocket Turret Shot Sound_AC37D373.wem		\Actor-Mixer Hierarchy\Default Work Unit\Turret\Rocket Turret\Rocket Turret Shot		39073
	1008402205	Paws&Claws	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\Im A Cat_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\Paws&Claws		3508443
	1011009135	Flamenco	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\Flamenco_AC37D373.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\Flamenco\Flamenco		20021
	1025696309	FlamencoLoop	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\FlamencoLoop_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\Flamenco\FlamencoLoop		684289
	1036514100	Droop	E:\Backup\WwiseProjects\ROR 2 BadAssEngi\.cache\Windows\SFX\Emotes\Droop_03C6F441.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotes\Droop		1271310

